Insult,Date,Comment
0,,"""-PRON- tho no, you are totally missing the point. google+ is totally incomparable with facebook. it is more like a macro version of twitter, with better segmentation/grouping functionality."""
1,20120611225239Z,"""you are literally like a robot creation from my nightmares. do they have you on drips feeding all this utter horror into you. let is hope we never meet, i will not know whether to pray for you or just knock you are lights out."""
1,20120610061825Z,"""he weak ass fuck"""
0,20120530132337Z,"""campbell, i urge you to stop cutting. one little relapse does not mean that you failed. put the razors in the trash and haul the trash out to the curb until it gets picked up. you are better than that. please get the support you need and deserve from ct or whoever you are comfortable with. and know that you have support here and are welcome to email me privately any time if you want to discuss things less publicly. get healthy and then get out of the house to do something that is productive so that you will feel better and have more self-worth. whether that is looking for another job, walking the dogs, going to lunch with someone or volunteering - getting out and doing something is a great way to free you are mind in a healthy way."""
0,20120529220300Z,"""what is the basis for you are argument? surely cannot be solely the misplaced 'only'. you are children had bad experiences in american schools? ask simply because you must be practically an expert on education in the united states in order to make you are comments with such confidence."""
0,,"""the american commerce system runs on sex. it is used to sell everything from condoms to condominiums. you would think, the party of big business, would recognize this and not try and kill the golden goose, (or choke the golden chicken, as it were.)"""
1,20120320192346Z,"""you are a fucking toolbag. why do you think there is a menu? so you can order what they fucking make, not so you can modify shit like some sort of royal prince creating you are own masterpiece. you are not paying for the meal really, you are paying for darden inc. to pay me, to talk to you are fucking ugly ass. you are ""meal"" you are eating is worth about 1/8 of what you are paying for it. the rest is for the cooks and i having to deal with you. i just dont get why people think they have some sort of entitlement. you are a baboon, you are eating at a fast food joint you chunky jerk! and i pissed on you are salad! how you like them breadsticks"""
0,20120529154712Z,"""i know thanks for pulling them."""
0,20120529144344Z,"""what do you suggest."""
1,20120320063841Z,"""o.o some of you fucks who post in this board are retarded. the waste are fucking awesome! and that show was sick! fucking internet troll pricks."""
0,20120610130808Z,"""sakuras a little fake bitch. i love seeing hinata and naruto together."""
0,20120502133834Z,"""when you die you are hair still grows for a couple of months."""
0,,"""-PRON- bambaataa -PRON- (david) portland will win by 10."""
1,20120620150142Z,"""lol! read the entire paper reidtard. typical poorly educated libidiot."""
0,20120620054951Z,"""how would you prove you are a citizen? a birth certificate?"""
1,20120609210158Z,"""and you are a moron."""
0,20120612034842Z,"""fox isn't required to provide a blog spot for anyone.it is their option if they choose."""
0,20120619052204Z,"""lol, if you choose to use an alternate path to health care you will be paying the mortician sooner than i."""
0,20120528225143Z,"""mittens? how old are you?"""
0,20120619203039Z,"""okay, i kinda understand better/ so, the military now has islamic law and the new president wants to lessen that?"""
0,20120529013409Z,"""if you have to ask, you will never know."""
0,20120618200107Z,"""-PRON- i never mentioned the penguins at all. not once. in the entire post."""
0,20120527182331Z,"""""kevin durant is too skinny"" shaq"""
0,20120620170959Z,"""many he was pretty good at first all last year. he does not have to make many throws from first. and thats his weak point. he was great at catching the ball. which is the main job at first."""
0,20120528220105Z,"""well, ""all eternity"" is stretching it a bit. future inhabitants (if they can still read) will be puzzling over a few broken stones, and wondering, ""who the zhark was elvas priestley, and who was this elmer schmurd who followed him?"""""
1,20120611051450Z,"""victor moore you are one dumb ass writher or you are smoking some bad crack. what the fuck suck hawks nock off the niners. wtf. dude buy some good coke. stay off that bad shit.dude are you hanging with bobby brown. dang."""
1,20120320190105Z,"""lmao oh yeah? please tell me how the fuck i would be ""rigging the polls faggot"". maybe if you are ass wasn't so dumb youd think of ways to get people to vote you are shit music 5/5. heres two that have apparently been working: make an event on facebook with directions to vote, message the online people on facebook and personally tell them to vote. come on buddy put you are brain to work maybe you can be charlie sheening too..smh"""
0,20120619220817Z,"""just follow the cap words and you will find the way. gp53132 is out standing at the roadside in the hot sun waiting for the mail to .come bringing new friends to the group."""
0,20120530150729Z,"""dilfer > marino * sarcasm alert"""
0,20120619211753Z,"""yeah same here. seriously turns me the fuck on everytime i watch one of his videos."""
0,20120620133251Z,"""i will point out observer - because you did not like how i responded you chose to start with name calling ie. ""moron"" and then you wonder why everyone is disrespectful. it all starts with each of us to monitor ourselves"""
